Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2009,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),25.9,25.9,,,23.7,28.2,Gender,Male,C2,T15,NS010,AgeStdz,BOC02,GEN01,9002,
2011,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),2.7,2.7,,,2.3,3.2,Gender,Male,C1,T6,NS004,Crude,BOC02,GEN01,9003,
2007,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,18-24,C1,T4,NS002,Crude,BOC03,AGE01,9003,
2017,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T4,NS002,Crude,BOC04,RAC03,9002,
2016,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),37.0,37.0,,,28.1,46.9,Race,Other,C2,T15,NS010,AgeStdz,BOC04,RAC07,9002,
2010,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C1,T3,NS003,Crude,BOC04,RAC07,9002,
2006,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),45.9,45.9,,,43.2,48.7,Age,35+,C2,T14,NS011,Crude,BOC03,AGE07,9003,
2005,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),6.3,6.3,,,5.5,7.1,Gender,Male,C1,T4,NS002,Crude,BOC02,GEN01,9003,
2010,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),3.4,3.4,,,3.0,3.8,Overall,Overall,C1,T3,NS003,Crude,BOC01,OVR01,9003,
2009,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,18-24,C2,T9,NS012,Crude,BOC03,AGE01,9002,
2009,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),3.2,3.2,,,2.8,3.6,Overall,Overall,C1,T6,NS004,Crude,BOC01,OVR01,9003,
2001,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),3.8,3.8,,,3.3,4.5,Overall,Overall,C1,T4,NS002,Crude,BOC01,OVR01,9002,
2015,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,75+,C2,T9,NS012,Crude,BOC03,AGE08,9003,
2009,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),1.3,1.3,,,0.9,2.0,Race,Hispanic,C1,T6,NS004,Crude,BOC04,RAC04,9003,
2004,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C1,T6,NS004,AgeStdz,BOC04,RAC07,9003,
2003,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),2.8,2.8,,,2.1,3.6,Race,Non-Hispanic Black,C1,T4,NS002,Crude,BOC04,RAC02,9003,
2007,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Overall,Overall,C2,T9,NS013,Crude,BOC01,OVR01,9003,
2001,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Female,C2,T9,NS013,AgeStdz,BOC02,GEN02,9002,
2006,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,25-44,C1,T3,NS003,Crude,BOC03,AGE04,9002,
2003,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),94.0,94.0,,,93.4,94.6,Age,35+,C2,T9,NS013,Crude,BOC03,AGE07,9003,
2011,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T9,NS012,Crude,BOC04,RAC04,9003,
2000,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T6,NS004,AgeStdz,BOC04,RAC03,9002,
2003,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),84.9,84.9,,,74.3,91.6,Race,Other,C2,T9,NS012,AgeStdz,BOC04,RAC07,9003,
2009,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),5.3,5.3,,,3.4,8.1,Age,75+,C2,T15,NS010,Crude,BOC03,AGE08,9002,
2001,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,Percent (%),7.1,7.1,,,6.4,7.7,Gender,Female,C1,T1,NS001,AgeStdz,BOC02,GEN02,9003,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),2.9,2.9,,,2.5,3.4,Race,Non-Hispanic White,C1,T6,NS004,Crude,BOC04,RAC01,9003,
2006,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C2,T9,NS012,AgeStdz,BOC04,RAC07,9003,
2013,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),18.0,18.0,,,16.2,20.0,Gender,Female,C2,T15,NS010,AgeStdz,BOC02,GEN02,9002,
2011,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T1,NS001,AgeStdz,BOC04,RAC03,9002,
2001,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,25-44,C2,T9,NS013,Crude,BOC03,AGE04,9002,
2003,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),3.4,3.4,,,2.9,3.9,Overall,Overall,C1,T4,NS002,AgeStdz,BOC01,OVR01,9002,
2011,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),14.2,14.2,,,10.6,18.8,Race,Hispanic,C2,T15,NS010,Crude,BOC04,RAC04,9002,
2006,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),9.1,9.1,,,7.6,10.9,Age,45-64,C1,T1,NS001,Crude,BOC03,AGE05,9002,
2010,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),3.9,3.9,,,3.2,4.7,Age,45-64,C1,T3,NS003,Crude,BOC03,AGE05,9003,
2002,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),37.4,37.4,,,35.4,39.6,Gender,Male,C2,T14,NS011,AgeStdz,BOC02,GEN01,9003,
2009,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),2.4,2.4,,,1.8,3.3,Gender,Male,C1,T6,NS004,Crude,BOC02,GEN01,9002,
2014,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),8.3,8.3,,,7.3,9.5,Race,Non-Hispanic White,C1,T1,NS001,Crude,BOC04,RAC01,9002,
2006,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),5.2,5.2,,,4.6,5.9,Overall,Overall,C1,T4,NS002,AgeStdz,BOC01,OVR01,9002,
2015,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,Percent (%),15.4,15.4,,,11.1,20.9,Race,Other,C1,T1,NS001,AgeStdz,BOC04,RAC07,9003,
2012,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),27.0,27.0,,,24.1,30.2,Age,45-64,C2,T14,NS011,Crude,BOC03,AGE05,9002,
2009,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),10.5,10.5,,,9.5,11.6,Gender,Male,C1,T1,NS001,Crude,BOC02,GEN01,9003,
2000,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,Percent (%),7.8,7.8,,,6.6,9.1,Race,Non-Hispanic Black,C1,T1,NS001,AgeStdz,BOC04,RAC02,9003,
2012,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),7.8,7.8,,,4.5,13.2,Race,Other,C1,T4,NS002,AgeStdz,BOC04,RAC07,9003,
2017,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),18.5,18.5,,,16.7,20.4,Gender,Male,C2,T15,NS010,AgeStdz,BOC02,GEN01,9002,
2001,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),4.8,4.8,,,3.8,6.1,Age,45-64,C1,T3,NS003,Crude,BOC03,AGE05,9002,
2016,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T3,NS003,AgeStdz,BOC04,RAC03,9002,
2005,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),3.5,3.5,,,2.7,4.5,Race,Non-Hispanic Black,C1,T4,NS002,Crude,BOC04,RAC02,9003,
2015,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),4.9,4.9,,,4.2,5.8,Age,45-64,C1,T4,NS002,Crude,BOC03,AGE05,9003,
2008,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),39.8,39.8,,,37.5,42.1,Overall,Overall,C2,T14,NS011,AgeStdz,BOC01,OVR01,9003,
2008,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C2,T9,NS012,Crude,BOC04,RAC07,9003,
2017,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T9,NS013,AgeStdz,BOC04,RAC03,9003,
2004,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),8.3,8.3,,,7.7,8.9,Overall,Overall,C1,T1,NS001,Crude,BOC01,OVR01,9003,
2012,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),26.6,26.6,,,24.4,29.0,Gender,Female,C2,T14,NS011,Crude,BOC02,GEN02,9002,
2012,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),3.0,3.0,,,2.5,3.5,Gender,Female,C1,T4,NS002,AgeStdz,BOC02,GEN02,9002,
2010,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,75+,C2,T9,NS012,Crude,BOC03,AGE08,9002,
2001,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),5.7,5.7,,,4.8,6.9,Gender,Male,C1,T4,NS002,AgeStdz,BOC02,GEN01,9002,
2016,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T9,NS013,Crude,BOC04,RAC03,9003,
2012,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),34.2,34.2,,,32.2,36.2,Gender,Female,C2,T14,NS011,AgeStdz,BOC02,GEN02,9003,
2013,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),30.2,30.2,,,28.0,32.5,Gender,Female,C2,T14,NS011,AgeStdz,BOC02,GEN02,9002,
2000,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),39.6,39.6,,,31.7,48.0,Race,Other,C2,T15,NS010,Crude,BOC04,RAC07,9003,
2008,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,Percent (%),7.9,7.9,,,7.0,8.8,Gender,Female,C1,T1,NS001,AgeStdz,BOC02,GEN02,9003,
2000,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),28.3,28.3,,,26.5,30.2,Age,25-44,C2,T15,NS010,Crude,BOC03,AGE04,9003,
2003,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),96.1,96.1,,,95.0,96.9,Age,65+,C2,T9,NS013,Crude,BOC03,AGE06,9003,
2016,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),8.0,8.0,,,6.7,9.6,Age,65+,C1,T6,NS004,Crude,BOC03,AGE06,9002,
2001,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,18-24,C1,T6,NS004,Crude,BOC03,AGE01,9003,
2009,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),2.8,2.8,,,2.1,3.8,Race,Non-Hispanic Black,C1,T6,NS004,AgeStdz,BOC04,RAC02,9002,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),12.9,12.9,,,11.2,14.8,Age,65+,C1,T3,NS003,Crude,BOC03,AGE06,9003,
